Index;date_demande;formule;points_perdus;tranches_age;classes_revenu;a_enfants;type_conduite;type_vehicule;usage_vehicule
932;2022-03-26 17:10:44;dev_integral;2;jeune;"[+50K;75K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
933;2022-02-28 13:20:52;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
934;2022-03-18 02:48:43;dev_integral;0;agé;+100K;Non;Highly Urban/ Urban;Minivan;Private
935;2022-02-17 04:34:26;dev_express;4;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;Minivan;Commercial
936;2022-02-23 14:57:47;dev_premium;4;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Commercial
937;2022-01-23 05:09:24;dev_integral;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
938;2022-05-03 10:57:21;dev_integral;0;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
939;2022-01-17 12:09:28;dev_premium;1;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Van;Private
940;2022-05-17 21:52:26;dev_integral;1;adulte;+100K;Non;Highly Urban/ Urban;z_SUV;Commercial
941;2022-02-08 17:21:00;dev_premium;3;jeune;+100K;Oui;Highly Urban/ Urban;Panel Truck;Commercial
942;2022-01-06 07:34:06;dev_express;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
943;2022-03-18 04:48:23;dev_express;0;adulte;+100K;Non;Highly Urban/ Urban;Pickup;Commercial
944;2022-04-20 00:32:14;dev_express;4;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
945;2022-01-05 23:57:03;dev_integral;6;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
946;2022-03-07 13:17:47;dev_express;1;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
947;2022-04-08 06:36:03;dev_premium;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
948;2022-01-13 13:58:07;dev_integral;3;agé;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
949;2022-01-22 04:31:37;dev_integral;0;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
950;2022-05-13 07:42:18;dev_premium;1;agé;+100K;Oui;Highly Urban/ Urban;z_SUV;Private
951;2022-03-01 00:11:30;dev_express;2;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
952;2022-05-17 00:52:49;dev_integral;2;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;Sports Car;Private
953;2022-02-27 06:06:47;dev_integral;2;agé;+100K;Non;Highly Urban/ Urban;Minivan;Private
954;2022-01-14 18:08:05;dev_express;2;jeune;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
955;2022-04-12 03:39:32;dev_vip;4;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
956;2022-04-03 21:09:12;dev_integral;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
957;2022-02-15 06:50:36;dev_premium;0;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Commercial
958;2022-04-21 08:04:40;dev_express;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
959;2022-04-13 17:06:23;dev_premium;0;jeune;"[0;25K]";Oui;z_Highly Rural/ Rural;Sports Car;Private
960;2022-02-11 09:08:38;dev_premium;2;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Commercial
961;2022-02-13 07:43:28;dev_premium;6;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Commercial
962;2022-05-16 04:25:58;dev_premium;1;agé;+100K;Non;Highly Urban/ Urban;z_SUV;Private
963;2022-03-18 14:59:17;dev_integral;0;adulte;+100K;Oui;Highly Urban/ Urban;Minivan;Private
964;2022-01-18 16:49:27;dev_express;5;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
965;2022-05-23 10:42:19;dev_express;1;jeune;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
966;2022-03-16 01:51:04;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;z_SUV;Private
967;2022-04-04 23:29:25;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Sports Car;Private
968;2022-03-31 19:33:46;dev_integral;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Sports Car;Private
969;2022-02-28 17:00:49;dev_express;1;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
970;2022-04-16 11:32:55;dev_premium;0;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
971;2022-02-12 15:16:42;dev_premium;4;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
972;2022-01-29 14:32:50;dev_express;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
973;2022-04-30 23:46:27;dev_express;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
974;2022-02-25 17:52:57;dev_integral;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Commercial
975;2022-04-30 20:11:06;dev_express;3;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Private
976;2022-02-25 11:45:18;dev_express;2;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
977;2022-05-06 12:51:20;dev_integral;1;adulte;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
978;2022-03-16 23:26:51;dev_integral;2;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Private
979;2022-04-06 16:10:26;dev_integral;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
980;2022-03-06 01:34:30;dev_integral;5;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
981;2022-03-04 02:26:03;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;Minivan;Private
982;2022-05-06 07:53:57;dev_express;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
983;2022-02-01 02:51:18;dev_integral;3;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Private
984;2022-03-16 12:50:15;dev_express;1;adulte;+100K;Oui;Highly Urban/ Urban;Panel Truck;Commercial
985;2022-03-13 03:20:49;dev_premium;2;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
986;2022-04-16 09:07:42;dev_integral;0;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Commercial
987;2022-03-05 10:49:16;dev_express;3;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
988;2022-03-19 05:51:30;dev_express;6;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
989;2022-05-01 13:37:36;dev_premium;0;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
990;2022-01-19 12:58:27;dev_integral;5;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Commercial
991;2022-01-23 02:06:16;dev_integral;3;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
992;2022-03-15 01:06:57;dev_integral;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
993;2022-01-14 13:28:08;dev_integral;0;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Commercial
994;2022-01-22 06:26:30;dev_express;3;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Private
995;2022-03-03 16:50:06;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Sports Car;Private
996;2022-04-01 06:27:49;dev_integral;1;jeune;"[0;25K]";Oui;z_Highly Rural/ Rural;z_SUV;Private
997;2022-04-06 11:25:24;dev_integral;2;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Commercial
998;2022-05-16 07:44:37;dev_express;0;agé;+100K;Non;Highly Urban/ Urban;Pickup;Commercial
999;2022-02-15 05:03:41;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
1000;2022-02-16 20:38:03;dev_integral;2;agé;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1001;2022-03-14 19:17:58;dev_express;7;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
1002;2022-04-22 23:48:41;dev_integral;0;agé;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1003;2022-05-31 09:26:28;dev_integral;2;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
1004;2022-02-25 10:22:07;dev_integral;0;adulte;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
1005;2022-03-12 18:17:11;dev_express;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
1006;2022-05-25 17:39:07;dev_express;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1007;2022-02-11 11:55:24;dev_express;3;adulte;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
1008;2022-02-09 03:38:53;dev_express;0;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Panel Truck;Commercial
1009;2022-04-23 08:07:41;dev_integral;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
1010;2022-03-06 05:04:22;dev_integral;2;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
1011;2022-03-18 00:31:27;dev_express;2;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
1012;2022-03-29 15:07:39;dev_express;10;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Private
1013;2022-03-30 05:03:04;dev_express;0;jeune;"[+25K;50K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
1014;2022-05-18 15:04:53;dev_express;0;agé;+100K;Oui;Highly Urban/ Urban;Minivan;Private
1015;2022-05-01 13:54:21;dev_integral;6;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
1016;2022-03-04 08:26:14;dev_express;0;agé;+100K;Non;z_Highly Rural/ Rural;Minivan;Private
1017;2022-03-12 22:34:46;dev_premium;0;adulte;+100K;Oui;Highly Urban/ Urban;Minivan;Private
1018;2022-03-14 18:09:53;dev_express;3;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Commercial
1019;2022-01-29 04:45:54;dev_premium;5;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
1020;2022-05-09 20:08:22;dev_premium;3;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Sports Car;Private
1021;2022-01-15 15:51:05;dev_premium;0;adulte;+100K;Non;Highly Urban/ Urban;Sports Car;Private
1022;2022-05-11 19:20:32;dev_express;1;jeune;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
1023;2022-05-22 23:11:47;dev_integral;0;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;z_SUV;Private
1024;2022-03-16 05:57:35;dev_premium;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Sports Car;Private
1025;2022-02-10 06:27:51;dev_express;4;agé;+100K;Non;Highly Urban/ Urban;z_SUV;Private
1026;2022-05-30 19:20:04;dev_express;4;adulte;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
1027;2022-01-10 18:50:38;dev_integral;1;jeune;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Commercial
1028;2022-05-21 14:48:55;dev_integral;2;jeune;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Private
1029;2022-04-09 07:59:37;dev_express;4;jeune;+100K;Non;Highly Urban/ Urban;Van;Private
1030;2022-02-13 15:50:05;dev_vip;5;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Pickup;Commercial
1031;2022-02-25 01:50:07;dev_integral;7;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1032;2022-01-02 16:50:27;dev_integral;6;agé;"[+75K;100K]";Oui;Highly Urban/ Urban;Minivan;Private
1033;2022-04-02 01:41:56;dev_express;0;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Sports Car;Private
1034;2022-05-03 20:04:34;dev_premium;2;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;Pickup;Private
1035;2022-04-25 17:47:22;dev_express;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;Van;Private
1036;2022-03-08 01:20:47;dev_integral;4;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;Pickup;Private
1037;2022-05-31 07:38:15;dev_integral;6;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Commercial
1038;2022-01-21 17:55:18;dev_integral;0;adulte;"[0;25K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
1039;2022-04-27 00:55:01;dev_integral;1;agé;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
1040;2022-04-25 21:28:55;dev_integral;0;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Private
1041;2022-03-05 04:31:04;dev_integral;0;agé;+100K;Oui;Highly Urban/ Urban;z_SUV;Private
1042;2022-01-21 20:31:42;dev_integral;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;z_SUV;Private
1043;2022-04-25 02:27:33;dev_integral;4;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
1044;2022-03-29 10:10:36;dev_integral;1;agé;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
1045;2022-02-13 12:49:30;dev_integral;6;adulte;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Commercial
1046;2022-02-11 19:49:11;dev_express;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;Sports Car;Private
1047;2022-05-28 14:51:30;dev_integral;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;Panel Truck;Commercial
1048;2022-04-03 10:24:17;dev_integral;4;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
1049;2022-05-20 00:54:31;dev_integral;3;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1050;2022-04-22 07:51:36;dev_express;0;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
1051;2022-01-29 23:53:38;dev_integral;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Commercial
1052;2022-05-21 16:52:50;dev_integral;3;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
1053;2022-05-04 21:53:46;dev_integral;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Commercial
1054;2022-01-25 02:36:48;dev_premium;4;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
1055;2022-01-27 10:59:23;dev_integral;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
1056;2022-03-11 17:06:32;dev_integral;2;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Pickup;Private
1057;2022-05-25 04:29:27;dev_integral;0;agé;"[+50K;75K]";Oui;z_Highly Rural/ Rural;Minivan;Commercial
1058;2022-01-20 13:19:15;dev_premium;1;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Commercial
1059;2022-04-22 03:55:30;dev_integral;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
1060;2022-02-10 11:43:26;dev_integral;7;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
1061;2022-02-24 22:38:10;dev_express;4;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
1062;2022-03-17 13:01:02;dev_express;2;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Sports Car;Private
1063;2022-03-04 23:01:12;dev_express;4;jeune;+100K;Non;Highly Urban/ Urban;z_SUV;Private
1064;2022-04-20 21:31:48;dev_express;0;adulte;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1065;2022-01-30 10:23:48;dev_express;4;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Van;Private
1066;2022-02-11 03:05:15;dev_integral;3;adulte;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
1067;2022-03-05 22:31:37;dev_integral;0;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;Sports Car;Private
1068;2022-02-16 21:11:30;dev_express;7;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Van;Commercial
1069;2022-01-25 22:15:40;dev_integral;0;jeune;+100K;Non;Highly Urban/ Urban;Van;Private
1070;2022-03-06 06:46:49;dev_express;0;adulte;+100K;Oui;z_Highly Rural/ Rural;Pickup;Commercial
1071;2022-04-15 19:54:12;dev_express;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Van;Commercial
1072;2022-03-24 05:03:13;dev_integral;0;adulte;+100K;Oui;z_Highly Rural/ Rural;Van;Commercial
1073;2022-02-06 04:58:24;dev_integral;3;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
1074;2022-03-27 09:03:38;dev_integral;1;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Commercial
1075;2022-02-28 04:43:34;dev_express;0;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;Van;Private
1076;2022-02-17 12:07:25;dev_express;0;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Private
1077;2022-03-21 04:50:26;dev_integral;3;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
1078;2022-04-29 13:22:49;dev_express;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
1079;2022-04-21 12:08:35;dev_express;5;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
1080;2022-01-19 11:20:35;dev_integral;2;jeune;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
1081;2022-03-09 20:30:13;dev_integral;0;agé;+100K;Oui;Highly Urban/ Urban;Minivan;Private
1082;2022-03-01 14:18:36;dev_express;3;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Sports Car;Private
1083;2022-02-25 19:38:23;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
1084;2022-04-06 01:42:35;dev_integral;0;jeune;"[+75K;100K]";Oui;Highly Urban/ Urban;Minivan;Commercial
1085;2022-04-04 10:25:28;dev_express;4;agé;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
1086;2022-02-04 21:07:36;dev_express;5;adulte;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Private
1087;2022-01-06 03:31:20;dev_express;2;agé;"[0;25K]";Non;Highly Urban/ Urban;Van;Commercial
1088;2022-03-15 18:00:50;dev_integral;0;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
1089;2022-01-23 03:10:34;dev_express;3;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;Van;Commercial
1090;2022-02-18 02:05:10;dev_integral;0;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
1091;2022-02-09 05:52:47;dev_integral;8;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
1092;2022-04-07 03:39:34;dev_integral;0;adulte;"[+50K;75K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
1093;2022-04-03 15:51:47;dev_integral;0;adulte;"[+75K;100K]";Non;z_Highly Rural/ Rural;Panel Truck;Commercial
1094;2022-03-01 20:07:46;dev_integral;0;jeune;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Commercial
1095;2022-03-31 06:34:03;dev_premium;5;adulte;"[+75K;100K]";Oui;Highly Urban/ Urban;Minivan;Private
1096;2022-01-24 07:06:56;dev_express;4;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Minivan;Private
1097;2022-02-24 16:14:00;dev_integral;1;adulte;+100K;Non;z_Highly Rural/ Rural;Panel Truck;Commercial
1098;2022-01-26 07:50:02;dev_express;4;jeune;+100K;Non;Highly Urban/ Urban;Minivan;Commercial
1099;2022-02-07 09:30:27;dev_express;3;agé;"[0;25K]";Oui;Highly Urban/ Urban;z_SUV;Commercial
1100;2022-03-11 02:37:46;dev_vip;0;adulte;+100K;Oui;Highly Urban/ Urban;Van;Private
1101;2022-03-08 10:38:53;dev_integral;2;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
1102;2022-04-15 09:55:31;dev_express;1;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
1103;2022-05-29 18:16:36;dev_integral;0;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;z_SUV;Commercial
1104;2022-04-16 13:39:53;dev_express;0;jeune;+100K;Non;z_Highly Rural/ Rural;Minivan;Private
1105;2022-01-22 05:58:28;dev_express;9;jeune;+100K;Oui;Highly Urban/ Urban;Panel Truck;Commercial
1106;2022-03-27 20:38:49;dev_premium;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Panel Truck;Commercial
1107;2022-01-04 05:01:38;dev_integral;0;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
1108;2022-02-13 15:16:22;dev_integral;8;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Commercial
1109;2022-03-19 20:36:55;dev_premium;5;adulte;+100K;Oui;Highly Urban/ Urban;z_SUV;Private
1110;2022-03-23 12:55:56;dev_integral;1;adulte;"[0;25K]";Non;Highly Urban/ Urban;Pickup;Commercial
1111;2022-02-24 13:26:06;dev_express;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Sports Car;Private
1112;2022-05-30 19:44:58;dev_integral;1;agé;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Private
1113;2022-03-02 11:38:55;dev_express;3;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Van;Private
1114;2022-05-20 22:56:51;dev_integral;0;agé;"[+25K;50K]";Non;Highly Urban/ Urban;Minivan;Private
1115;2022-04-29 03:01:32;dev_integral;0;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Private
1116;2022-01-25 05:05:53;dev_express;1;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Pickup;Private
1117;2022-03-03 19:35:39;dev_integral;1;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Commercial
1118;2022-02-16 23:56:09;dev_express;0;agé;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
1119;2022-04-08 12:32:57;dev_integral;1;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
1120;2022-05-24 09:52:40;dev_integral;0;jeune;"[+75K;100K]";Non;Highly Urban/ Urban;Sports Car;Private
1121;2022-03-02 00:49:09;dev_integral;1;adulte;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
1122;2022-02-09 22:53:35;dev_premium;1;agé;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
1123;2022-01-24 05:37:31;dev_integral;2;jeune;"[+25K;50K]";Oui;Highly Urban/ Urban;Minivan;Commercial
1124;2022-03-20 04:45:11;dev_express;0;jeune;"[+50K;75K]";Oui;z_Highly Rural/ Rural;Pickup;Commercial
1125;2022-03-16 09:04:06;dev_integral;1;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Pickup;Private
1126;2022-03-15 13:46:20;dev_express;0;jeune;"[0;25K]";Non;z_Highly Rural/ Rural;Minivan;Commercial
1127;2022-05-24 16:03:51;dev_integral;0;jeune;"[+50K;75K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1128;2022-03-26 03:48:14;dev_integral;4;jeune;+100K;Non;Highly Urban/ Urban;z_SUV;Private
1129;2022-05-28 19:05:33;dev_integral;5;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;z_SUV;Private
1130;2022-04-19 21:51:10;dev_integral;1;agé;+100K;Non;Highly Urban/ Urban;z_SUV;Private
1131;2022-04-04 05:24:47;dev_express;0;jeune;"[0;25K]";Non;Highly Urban/ Urban;Minivan;Private
1132;2022-01-25 05:14:34;dev_express;3;adulte;"[+50K;75K]";Oui;Highly Urban/ Urban;Minivan;Private
1133;2022-02-25 17:41:10;dev_integral;1;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1134;2022-03-07 18:50:04;dev_integral;0;jeune;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
1135;2022-05-11 19:57:03;dev_integral;0;agé;"[+25K;50K]";Oui;Highly Urban/ Urban;z_SUV;Private
1136;2022-05-25 05:18:35;dev_express;3;agé;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
1137;2022-02-07 06:33:53;dev_integral;10;jeune;"[0;25K]";Non;Highly Urban/ Urban;Sports Car;Private
1138;2022-03-02 22:19:18;dev_express;0;adulte;"[+25K;50K]";Non;Highly Urban/ Urban;z_SUV;Private
1139;2022-04-29 09:55:18;dev_integral;3;jeune;"[+25K;50K]";Non;Highly Urban/ Urban;Pickup;Private
1140;2022-02-27 08:10:14;dev_integral;0;agé;"[0;25K]";Oui;z_Highly Rural/ Rural;Sports Car;Private
1141;2022-02-10 16:53:24;dev_express;2;agé;"[0;25K]";Non;z_Highly Rural/ Rural;Pickup;Commercial
1142;2022-05-07 12:19:08;dev_integral;4;agé;+100K;Non;Highly Urban/ Urban;Pickup;Private
1143;2022-05-19 09:28:12;dev_integral;0;agé;"[+75K;100K]";Oui;z_Highly Rural/ Rural;Panel Truck;Commercial
1144;2022-03-24 21:00:52;dev_express;2;agé;"[0;25K]";Oui;Highly Urban/ Urban;Sports Car;Private
1145;2022-01-18 09:50:49;dev_express;3;adulte;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Private
1146;2022-03-14 09:34:04;dev_integral;7;agé;"[+50K;75K]";Oui;Highly Urban/ Urban;z_SUV;Private
1147;2022-01-25 07:45:23;dev_express;0;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1148;2022-05-02 07:04:29;dev_premium;0;jeune;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
1149;2022-04-08 04:34:47;dev_express;7;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Minivan;Commercial
1150;2022-05-17 12:05:13;dev_express;3;adulte;"[0;25K]";Oui;Highly Urban/ Urban;Pickup;Commercial
1151;2022-02-20 04:37:28;dev_integral;5;agé;+100K;Non;Highly Urban/ Urban;Panel Truck;Commercial
1152;2022-01-03 02:02:36;dev_integral;1;agé;"[0;25K]";Non;z_Highly Rural/ Rural;z_SUV;Private
1153;2022-05-27 05:18:16;dev_express;2;adulte;+100K;Non;Highly Urban/ Urban;Minivan;Private
1154;2022-05-22 15:08:35;dev_express;2;jeune;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
1155;2022-01-23 01:08:13;dev_integral;3;adulte;"[+50K;75K]";Non;Highly Urban/ Urban;Minivan;Private
1156;2022-01-19 20:37:05;dev_premium;6;agé;"[+75K;100K]";Non;Highly Urban/ Urban;Van;Commercial
1157;2022-05-08 18:08:55;dev_integral;0;agé;"[+25K;50K]";Non;z_Highly Rural/ Rural;Minivan;Private
